candidate_id,rank,score,reasoning
CAND_0013358,18,0.5513885617256165,"3.0-year Junior ML Engineer with production experience in Python, LoRA, Fine-tuning LLMs. Moderate technical overlap with the JD; longer 90-day notice period; location compatible."
CAND_0027723,19,0.5508430600166321,"4.2-year ML Engineer with production experience in NLP, LlamaIndex, scikit-learn. Alignment showcasing production deployment evidence; available within 30 days; willing to relocate to target cities."
CAND_0089552,20,0.5473197102546692,"6.0-year Machine Learning Engineer with production experience in TensorFlow, Vector Search, Fine-tuning LLMs. Alignment showcasing evaluation framework experience, production deployment evidence; longer 120-day notice period; willing to relocate to target cities; NOT currently open to work."
CAND_0075504,21,0.5442497730255127,"3.0-year Junior ML Engineer with production experience in Machine Learning, TensorFlow, RAG. Moderate technical overlap with the JD; longer 120-day notice period; location compatible."
CAND_0081852,22,0.5436730980873108,"5.9-year Senior Data Scientist with production experience in LoRA, Vector Search, Milvus. Alignment showcasing evaluation framework experience, production deployment evidence, mentorship readiness; 45-day notice period; location compatible; active open-source contributor."
CAND_0064270,23,0.5434381365776062,"4.2-year Applied ML Engineer with production experience in Hugging Face Transformers, Learning to Rank, Machine Learning. Alignment showcasing evaluation framework experience, production deployment evidence; 45-day notice period; location compatible; NOT currently open to work."
CAND_0006567,24,0.5413798689842224,"7.9-year Senior AI Engineer with production experience in Python, scikit-learn, Ranking Systems. Alignment showcasing evaluation framework experience, production deployment evidence, mentorship readiness; 60-day notice period; location compatible; high recruiter responsiveness."
CAND_0014743,25,0.5395775437355042,"3.6-year AI Research Engineer with production experience in scikit-learn, Python, Elasticsearch. Alignment showcasing production deployment evidence; longer 90-day notice period; willing to relocate to target cities."
CAND_0042029,26,0.5375111103057861,"6.5-year Senior Data Scientist with production experience in OpenSearch, PyTorch, NLP. Alignment showcasing evaluation framework experience, production deployment evidence; 45-day notice period; location compatible; NOT currently open to work; active open-source contributor."
CAND_0008295,27,0.5369123220443726,"6.5-year AI Research Engineer with production experience in Python, Weaviate, PEFT. Moderate technical overlap with the JD; 45-day notice period; location compatible; high recruiter responsiveness."
CAND_0092706,28,0.5347288250923157,"5.8-year AI Research Engineer with production experience in Hugging Face Transformers, MLOps, Sentence Transformers. Alignment showcasing production deployment evidence; longer 120-day notice period; location compatible; high recruiter responsiveness."
CAND_0094056,29,0.5344269275665283,"5.9-year NLP Engineer with production experience in Hugging Face Transformers, PEFT, Fine-tuning LLMs. Alignment showcasing production deployment evidence, mentorship readiness; longer 120-day notice period; willing to relocate to target cities; NOT currently open to work."
CAND_0044487,30,0.5274337530136108,"6.1-year Data Scientist with production experience in Information Retrieval, Sentence Transformers, Machine Learning. Moderate technical overlap with the JD; longer 120-day notice period; willing to relocate to target cities."
CAND_0060538,31,0.5235907435417175,"5.2-year ML Engineer with production experience in Embeddings, Machine Learning, OpenSearch. Moderate technical overlap with the JD; longer 90-day notice period; location compatible."
CAND_0098952,32,0.5232945680618286,"5.5-year AI Research Engineer with production experience in NLP, OpenSearch, Python. Alignment showcasing production deployment evidence; 45-day notice period; willing to relocate to target cities."
CAND_0050553,33,0.520888090133667,"3.6-year ML Engineer with production experience in LlamaIndex, Vector Search, MLOps. Alignment showcasing production deployment evidence; available within 30 days; willing to relocate to target cities; high recruiter responsiveness; active open-source contributor."
CAND_0033987,34,0.5172746181488037,"6.8-year ML Engineer with production experience in Fine-tuning LLMs, Deep Learning, Learning to Rank. Alignment showcasing production deployment evidence; longer 90-day notice period; location compatible; high recruiter responsiveness."
CAND_0012840,35,0.5155621767044067,"3.7-year Junior ML Engineer with production experience in OpenSearch, MLOps, Qdrant. Moderate technical overlap with the JD; 60-day notice period; location compatible; high recruiter responsiveness."
CAND_0048690,36,0.5144172310829163,"3.8-year Data Scientist with production experience in MLOps, Weaviate, Elasticsearch. Moderate technical overlap with the JD; 45-day notice period; location compatible."
CAND_0033911,37,0.5119429230690002,"6.9-year Data Scientist with production experience in Learning to Rank, Hugging Face Transformers, LLMs. Alignment showcasing production deployment evidence; longer 120-day notice period; location compatible; NOT currently open to work; active open-source contributor."
CAND_0043381,38,0.510338544845581,"3.6-year AI Research Engineer with production experience in OpenSearch, scikit-learn, Pinecone. Alignment showcasing production deployment evidence; 45-day notice period; location compatible; high recruiter responsiveness; active open-source contributor."
CAND_0054546,39,0.5095965266227722,"4.9-year AI Research Engineer with production experience in LoRA, Qdrant, Learning to Rank. Moderate technical overlap with the JD; longer 90-day notice period; location compatible; high recruiter responsiveness; active open-source contributor."
CAND_0028287,40,0.5092025995254517,"5.7-year Data Scientist with production experience in OpenSearch, NLP, Python. Alignment showcasing production deployment evidence; longer 90-day notice period; willing to relocate to target cities."
CAND_0026532,41,0.4962974190711975,"4.8-year Recommendation Systems Engineer with production experience in Milvus, Information Retrieval, FAISS. Alignment showcasing evaluation framework experience, production deployment evidence; longer 90-day notice period; willing to relocate to target cities."
CAND_0082760,42,0.4952194094657898,"3.3-year ML Engineer with production experience in scikit-learn, Qdrant, OpenSearch. Moderate technical overlap with the JD; available within 30 days; willing to relocate to target cities; NOT currently open to work."
CAND_0048558,43,0.4867188036441803,"6.7-year Data Scientist with production experience in Qdrant, OpenSearch, Information Retrieval. Alignment showcasing production deployment evidence; available within 30 days; location compatible; high recruiter responsiveness."
CAND_0043304,44,0.4852249324321747,"6.5-year Junior ML Engineer with production experience in Sentence Transformers, LangChain, Machine Learning. Alignment showcasing production deployment evidence; longer 90-day notice period; willing to relocate to target cities; high recruiter responsiveness."
CAND_0074123,45,0.484642893075943,"6.9-year Data Scientist with production experience in Deep Learning, NLP, PyTorch. Alignment showcasing production deployment evidence; available within 30 days; willing to relocate to target cities."
CAND_0011326,46,0.47808170318603516,"4.1-year Data Scientist with production experience in Hugging Face Transformers, Learning to Rank, OpenSearch. Moderate technical overlap with the JD; longer 120-day notice period; willing to relocate to target cities; high recruiter responsiveness."
CAND_0015065,47,0.475810170173645,"3.9-year AI Research Engineer with production experience in Information Retrieval, LlamaIndex, Docker. Alignment showcasing production deployment evidence; longer 90-day notice period; location compatible; high recruiter responsiveness."
CAND_0089947,48,0.47421327233314514,"5.4-year Junior ML Engineer with production experience in Elasticsearch, Information Retrieval, OpenSearch. Alignment showcasing production deployment evidence; longer 90-day notice period; location compatible; NOT currently open to work."
CAND_0074098,49,0.46746718883514404,"4.9-year Data Scientist with production experience in Fine-tuning LLMs, LoRA, LLMs. Moderate technical overlap with the JD; available within 30 days; location compatible."
CAND_0068351,50,0.46463748812675476,"6.4-year Lead AI Engineer with production experience in PEFT, Qdrant, Machine Learning. Alignment showcasing evaluation framework experience, production deployment evidence, mentorship readiness; available within 30 days; location compatible; NOT currently open to work."
CAND_0061257,51,0.4576682448387146,"8.0-year Staff Machine Learning Engineer with production experience in Python, Machine Learning, Information Retrieval Systems. Alignment showcasing evaluation framework experience, production deployment evidence, mentorship readiness; available within 30 days; location compatible; high recruiter responsiveness."
CAND_0067403,52,0.4568643569946289,"4.6-year Junior ML Engineer with production experience in MLOps, Qdrant, LlamaIndex. Alignment showcasing production deployment evidence; available within 30 days; location compatible; NOT currently open to work; active open-source contributor."
CAND_0060054,53,0.45394548773765564,"6.4-year AI Engineer with production experience in TensorFlow, FAISS, Elasticsearch. Alignment showcasing evaluation framework experience, production deployment evidence; available within 30 days; willing to relocate to target cities; NOT currently open to work."
CAND_0085335,54,0.44786781072616577,"3.1-year ML Engineer with production experience in Deep Learning, Information Retrieval, LangChain. Moderate technical overlap with the JD; longer 120-day notice period; willing to relocate to target cities; high recruiter responsiveness."
CAND_0053596,55,0.44549763202667236,"3.0-year Data Scientist with production experience in TensorFlow, Embeddings, LoRA. Moderate technical overlap with the JD; longer 90-day notice period; location compatible."
CAND_0032527,56,0.44357824325561523,"3.9-year Junior ML Engineer with production experience in Deep Learning, Python, Vector Search. Moderate technical overlap with the JD; available within 30 days; willing to relocate to target cities; NOT currently open to work; active open-source contributor."
CAND_0016657,57,0.4424314498901367,"5.3-year AI Research Engineer with production experience in Pinecone, MLOps, PyTorch. Alignment showcasing production deployment evidence; 60-day notice period; location compatible; NOT currently open to work."
CAND_0091745,58,0.4412921369075775,"5.9-year Junior ML Engineer with production experience in Deep Learning, PyTorch, Fine-tuning LLMs. Alignment showcasing production deployment evidence; available within 30 days; location compatible; NOT currently open to work."
CAND_0069248,59,0.440886914730072,"5.4-year AI Research Engineer with production experience in FAISS, QLoRA, TensorFlow. Alignment showcasing production deployment evidence; longer 120-day notice period; willing to relocate to target cities; high recruiter responsiveness; active open-source contributor."
CAND_0044890,60,0.43922340869903564,"5.0-year AI Research Engineer with production experience in LoRA, LLMs, FAISS. Alignment showcasing production deployment evidence; longer 90-day notice period; willing to relocate to target cities; high recruiter responsiveness."
CAND_0052498,61,0.43076959252357483,"4.7-year ML Engineer with production experience in Python, PyTorch, LangChain. Alignment showcasing production deployment evidence; 45-day notice period; location compatible; NOT currently open to work."
CAND_0031578,62,0.42761117219924927,"3.7-year Data Scientist with production experience in OpenSearch, Qdrant, Learning to Rank. Moderate technical overlap with the JD; 60-day notice period; location compatible; NOT currently open to work."
CAND_0042008,63,0.4146834909915924,"5.6-year ML Engineer with production experience in RAG, PyTorch, Embeddings. Alignment showcasing production deployment evidence; longer 90-day notice period; location compatible; NOT currently open to work; active open-source contributor."
CAND_0097472,64,0.4128774404525757,"5.8-year Junior ML Engineer with production experience in LangChain, Information Retrieval, PyTorch. Alignment showcasing production deployment evidence; longer 90-day notice period; willing to relocate to target cities; NOT currently open to work."
CAND_0026855,65,0.4115344285964966,"5.6-year Junior ML Engineer with production experience in Sentence Transformers, LlamaIndex, Python. Alignment showcasing production deployment evidence; longer 90-day notice period; location compatible; low historical response rate (26%)."
CAND_0055850,66,0.4038167893886566,"4.7-year Data Scientist with production experience in OpenSearch, Hugging Face Transformers, PEFT. Moderate technical overlap with the JD; longer 90-day notice period; location compatible; NOT currently open to work."
CAND_0096655,67,0.3982921242713928,"5.9-year Junior ML Engineer with production experience in RAG, LlamaIndex, PyTorch. Moderate technical overlap with the JD; 45-day notice period; location compatible; high recruiter responsiveness."
CAND_0034169,68,0.3893131911754608,"3.4-year AI Research Engineer with production experience in Hugging Face Transformers, Fine-tuning LLMs, Python. Moderate technical overlap with the JD; longer 90-day notice period; location compatible; NOT currently open to work; active open-source contributor."
CAND_0080102,69,0.3879563808441162,"6.5-year Junior ML Engineer with production experience in LLMs, NLP, LangChain. Alignment showcasing production deployment evidence; 60-day notice period; willing to relocate to target cities; NOT currently open to work."
CAND_0067866,70,0.38628479838371277,"6.4-year Senior Software Engineer (ML) with production experience in LoRA, Embeddings, Elasticsearch. Alignment showcasing production deployment evidence; 45-day notice period; location compatible; high recruiter responsiveness."
CAND_0020494,71,0.38587459921836853,"5.9-year AI Research Engineer with production experience in Embeddings, TensorFlow, Deep Learning. Moderate technical overlap with the JD; 45-day notice period; location compatible; NOT currently open to work."
CAND_0045027,72,0.371925950050354,"3.0-year Senior Software Engineer (ML) with production experience in Milvus, RAG, LangChain. Moderate technical overlap with the JD; 60-day notice period; willing to relocate to target cities; NOT currently open to work."
CAND_0093530,73,0.3698842227458954,"3.2-year Senior Software Engineer (ML) with production experience in Sentence Transformers, Python, MLOps. Alignment showcasing production deployment evidence; longer 90-day notice period; location compatible; high recruiter responsiveness."
CAND_0089470,74,0.36943525075912476,"6.5-year AI Research Engineer with production experience in Weaviate, PyTorch, Deep Learning. Alignment showcasing production deployment evidence; 45-day notice period; location compatible; NOT currently open to work."
CAND_0018613,75,0.34940481185913086,"4.8-year Senior Software Engineer (ML) with production experience in Learning to Rank, Sentence Transformers, Vector Search. Alignment showcasing production deployment evidence; longer 120-day notice period; willing to relocate to target cities."
CAND_0040092,76,0.34481772780418396,"4.4-year Senior Software Engineer (ML) with production experience in RAG, Vector Search, Weaviate. Moderate technical overlap with the JD; 45-day notice period; willing to relocate to target cities; low historical response rate (28%)."
CAND_0041696,77,0.33521437644958496,"6.2-year Senior Software Engineer (ML) with production experience in Sentence Transformers, LoRA, Weaviate. Moderate technical overlap with the JD; 60-day notice period; location compatible; low historical response rate (26%)."
CAND_0067775,78,0.328429251909256,"8.2-year Software Engineer with production experience in Sentence Transformers, Information Retrieval, Kubernetes. Moderate technical overlap with the JD; available within 30 days; location compatible."
CAND_0053830,79,0.3223772346973419,"6.1-year Software Engineer with production experience in Pinecone, Sentence Transformers. Moderate technical overlap with the JD; available within 30 days; location compatible."
CAND_0066791,80,0.31542274355888367,"5.6-year Senior Software Engineer (ML) with production experience in FAISS, LoRA, MLOps. Alignment showcasing production deployment evidence; longer 120-day notice period; location compatible."
CAND_0084161,81,0.30721941590309143,"3.9-year Senior Software Engineer (ML) with production experience in Sentence Transformers, LLMs, Python. Alignment showcasing production deployment evidence; 60-day notice period; location compatible; NOT currently open to work."
CAND_0034270,82,0.3010697662830353,"5.4-year Data Scientist with production experience in TensorFlow, RAG. Moderate technical overlap with the JD; longer 90-day notice period; location compatible; NOT currently open to work; active open-source contributor."
CAND_0039868,83,0.29815512895584106,"7.1-year DevOps Engineer with production experience in OpenSearch, MLOps. Moderate technical overlap with the JD; longer 90-day notice period; location compatible; high recruiter responsiveness."
CAND_0046304,84,0.2963174283504486,"9.4-year Software Engineer with production experience in Hugging Face Transformers, QLoRA, Kubernetes. Moderate technical overlap with the JD; 60-day notice period; willing to relocate to target cities; high recruiter responsiveness."
CAND_0072263,85,0.2957662343978882,"6.7-year Senior Software Engineer (ML) with production experience in Pinecone, scikit-learn, Fine-tuning LLMs. Moderate technical overlap with the JD; longer 90-day notice period; location compatible."
CAND_0023599,86,0.28183820843696594,"9.3-year DevOps Engineer with production experience in Milvus, Docker, QLoRA. Moderate technical overlap with the JD; longer 150-day notice period; location compatible."
CAND_0023861,87,0.28148123621940613,"7.9-year Software Engineer with production experience in PyTorch, Sentence Transformers, Docker. Moderate technical overlap with the JD; available within 30 days; location compatible; high recruiter responsiveness."
CAND_0015444,88,0.2767859995365143,"4.9-year Full Stack Developer with production experience in Fine-tuning LLMs, OpenSearch, Kubernetes. Moderate technical overlap with the JD; available within 30 days; location compatible."
CAND_0007411,89,0.27538013458251953,"8.0-year Senior Machine Learning Engineer with production experience in OpenSearch, PyTorch, Deep Learning. Alignment showcasing evaluation framework experience, production deployment evidence, mentorship readiness; available within 30 days; willing to relocate to target cities; NOT currently open to work; active open-source contributor."
CAND_0062632,90,0.2721649706363678,"3.7-year Software Engineer with production experience in Docker, OpenSearch, Weaviate. Moderate technical overlap with the JD; 60-day notice period; location compatible."
CAND_0010361,91,0.27163952589035034,"3.0-year Software Engineer with production experience in Pinecone, Machine Learning. Moderate technical overlap with the JD; available within 30 days; willing to relocate to target cities."
CAND_0029478,92,0.27124425768852234,"4.7-year DevOps Engineer with production experience in MLOps, OpenSearch, Fine-tuning LLMs. Moderate technical overlap with the JD; longer 90-day notice period; willing to relocate to target cities; low historical response rate (17%)."
CAND_0042553,93,0.26965439319610596,"8.5-year Software Engineer with production experience in Information Retrieval, Milvus, Docker. Moderate technical overlap with the JD; available within 30 days; location compatible; low historical response rate (13%)."
CAND_0073614,94,0.26847249269485474,"6.4-year Software Engineer with production experience in Fine-tuning LLMs, Qdrant. Moderate technical overlap with the JD; longer 90-day notice period; willing to relocate to target cities."
CAND_0059075,95,0.26776885986328125,"4.1-year Software Engineer with production experience in Milvus, OpenSearch. Moderate technical overlap with the JD; 60-day notice period; location compatible; high recruiter responsiveness."
CAND_0076895,96,0.2676173448562622,"9.3-year Full Stack Developer with production experience in Python, Information Retrieval. Moderate technical overlap with the JD; longer 120-day notice period; willing to relocate to target cities; high recruiter responsiveness."
CAND_0060113,97,0.26716533303260803,"8.8-year DevOps Engineer with production experience in Elasticsearch, Kubernetes, OpenSearch. Moderate technical overlap with the JD; 60-day notice period; willing to relocate to target cities; high recruiter responsiveness."
CAND_0091600,98,0.2653118968009949,"5.6-year Full Stack Developer with production experience in Hugging Face Transformers, LlamaIndex. Moderate technical overlap with the JD; available within 30 days; willing to relocate to target cities; high recruiter responsiveness."
CAND_0048098,99,0.2627243399620056,"1.1-year DevOps Engineer with production experience in Deep Learning, Vector Search. Moderate technical overlap with the JD; longer 90-day notice period; willing to relocate to target cities."
CAND_0028226,100,0.2590272128582001,"6.1-year Software Engineer with production experience in MLOps, LoRA. Moderate technical overlap with the JD; 60-day notice period; location compatible."
